8Label,7Text
0,今日单词licentiousness感谢网名开头为嘉玲的网友对我的项目的支持微博再我的视频今日单词licentiousness 希望越来越多的中国人支持我的1元英语方法项目
1,革命不是请客吃饭含糊了事怎能干得了大事首届顾家暖男节绝不敷衍比双十一还给利当然做人呐最重要的就是开心咯参与游戏就能拿好礼还不赶快行动戳它httptcnR7K5LK5
0,亮点在哪
1,感觉∞充满正能量的嘻嘻
1,我也是来了的哈
1,互动下哈哈
0,又要到年末先回顾一下北上广春节人口迁徙地图吧出处httptcnR7Drfkp
0,直观看三大发达地带各自影响范围
0,Repost
-1,我的一项研究投稿Science进入indepth review环节后最终被一个reviewer毙掉一怒之下我前两天将文章挂到arXiv上了 httptcnR7k1q4l mediumcom的报道见网址 httptcnR7k1q4W
0,httptcnR7k19LJ 这是这项研究的网页交互版本
1,右边网页好棒
1,收了大数据市场参考数据
0,双十一嗖的一下就过去了你的快递是不是还在快递大山里等着出山全国各地快递仓库爆仓画面惨不忍睹你们的剁手节快递哥们的断脚节既然快递还在路上闲着也是闲着知微君就悄悄给大家说一说你们所不造的快递欧巴们的那些事儿吧
-1,想想我还堵在路上的快递就心塞悲伤
-1,早已断手断脚有钱任性就是这么简单
-1,活着太不容易了
1,乐一乐哈哈哈哈哈哈
0,数据可视化英国100年间温度变化httptcn8k5E4IY一直很gentle
1,效果确实很好啊
1,源网站的展示效果看起来不错囧 五洲红
1,滚动鼠标滚轮能看到每一年的温度展示效果确实不错
0,有木有中国的
0,Forward Weibo
0,酷剧优剧 11月18日起每天下午浙江卫视中国蓝 将五集连播印度收视冠军大剧豪门风云该剧由印度著名电视台ZEETV巨资打造青春亮丽的主演华贵富丽的服饰大气堂皇的场景和纠葛虐心的剧情印度剧所带来的视觉盛宴绝对让你体验不一样的印度风情～剧酷传播
1,靠谱 支持下
1,围观围观
1,看来是要加油了加油
1,喜欢
1,我叫朋友一起来了给力吧
1,粉丝俱乐部good
1,这个好哈哈加油
1,谁都不管 有我们在
1,支持给力
0,推荐本俱乐部计算士同学的社会信息学2014巴塞罗那会议报告 httptcnRzwqSjc 集智俱乐部 黠之大者 jakezj 淘幕天袁行远 深大高等研究院王雄 沈浩老师 GK同人于野 吴军博士 李淼在微博 刘思喆 数学的美学世界 全球互联网那些事 数据挖掘与数据分析 社会网络与数据挖掘
1,看到这篇科普文至少对我挺科普我才了解到原来 计算社会科学 是非常有意思的一个学科里面讲到了几个例子如何利用FacebookTwitterLinkedIn的公开社交数据来推演社会人类行为的模式使用大数据的手段来研究社会强烈建议阅读
1,墙裂推荐
0,大概意思看懂了社会学家失业的节奏么
0,
0,想想人类能精确预测出人类行为的那天世界将有多无聊至少社会学人类学家该有多无聊
0,社会计算学我自己之前做了婚姻的动态模型预测准确率很高有趣的领域
0,无处不在的大数据成精了
0,mark
1,对未来预知能力的一个提升是大数据技术很重要的价值所在营销领域的变革也需要借助这样的特征来完成营销研究和营销实践的产业链全面重塑对于市场的更超前的认知和更深刻的理解是营销研究领域创新的核心能力所在是每个创新者必须要努力的方向和生存的根本陈永东 龚文祥
0,还有一点需要提及从时间维度上来说问卷是点的研究类似于人口普查需要控制时间得到的数据不是连续性的但是计算社会科学的数据对象是连续性的至于两者对于学科的意义你懂的
0,大名云集
0,今天一起做套广播体操吧①建国初期我国人均寿命仅35岁为提升国民体质促成了广播体操的诞生②第一套广播操每节仅一个动作却深受人们喜爱③1951年的今天第一套广播体操问世2011年第九套广播体操发布戳视频一起活动下吧httptcnS7Ctmd 广播体操现在开始嘻嘻
1,嗨起来爱你
1,生命在于运动啊
-1,越来越傻的广播体操
0,前排自带广播体操
0,我是觉得扩胸运动那么激烈以及后面的一些动作内衣扣回解开的吧
-1,明明那时候穷吃的跟不上好伐
0,别装了做最真的自己聪明的妹子有钱也不任性点击活动链接跟美加净一起大声喊出你的不装宣言吧httptcnRz2L08C
0,刚才宝宝拿着护手霜吃进去点了居然是甜的会不会中毒急死了就覆盆子的
0,
-1,你问我爱你有多深要看你对我有多真外表神马的都是浮云不装才是最真的表态
-1,国货大牌美加净又出大招了别装了做最真的自己简直了这分分钟让你刷新世界观的自信品质用过的人来说说看呗
1,很棒的文案希望效果也能像它说的那么好
-1,不装了做最真的小鲜肉
0,我眼中的2014近期一个访问的节选版全文会发在近期的新周刊痴人说梦说得荒唐请当我放屁httptcnRzxbHU9 
1,很久没说过这样的明白话推荐阅读
1,原来是花总说得好推荐
0,身在鄙视链难有生活家这是所有人都要负责任的局面倘若突然有人跳出来说绞死生活的是别人我跟这一切都无关我已经把到了上帝的脉搏这就太装逼了
1,活得舒展
1,Repost
-1,失去安全感的日子泪
1,才读到心有戚戚很庆幸自己没有在常态意义的成功之路上绑着自已住前走我努力自由地往自己喜欢的方向飞去了并慢慢增长了隐忍与坚定既便是做自己最喜欢的事隐忍与坚定也是极重要的品格外人只看到成功与掌声自己才知道脚心的疼痛谁又不是这样呢慢慢走不急
1,这一代人注定成为人类文明史上进入信息时代的第一代人这个早被安排好的历史脚本就是
1,在2014年纠结过的人既是你也是我像坐在同一艘漂流在太平洋的船上为自己寻找下一个可以登陆的岛屿
1,人生何处无纠结习惯就好～
1,总愿下一年焦虑感少点盼头多点
0,数据可视化百万级代码长什么样一对比发现app不能更轻
0,你的代码长成啥样dogedoge
0,有的概念了……
0,Repost
0,思考
-1,霍金人类可能被人工智能毁灭霍金人工智能可能自行启动以不断加快的速度重新设计自己而人类局限于缓慢的生物进化过程根本无法竞争最终将被超越 特斯拉CEO马斯克之前也警告过人工智能是我们生存最大威胁不过也有人认为人类之于技术仍占掌控地位httptcnRz6Ssiz
0,锐眼看世界昨晚听邱静 的节目正好听她提及到这个信息邱静经常会在节目中跟我们分享一些科学上的研究听完之后很多时候我都会微博上看到邱静分享的这些消息这个世界上并不缺乏美只是缺少发现美的眼光20多年的广播生涯究竟是什么力量让她坚持到今天锐论人工智能会把广播也灭掉吗
0,等量子计算机出来就差不多了
-1,绝不是多余的顾虑
-1,最近更是深有感触
0,周迅教你挑暖男 12月67日i周迅 空降尚品宅配家居 分别在太阳新天地白云万达举行两场尚品宅配周迅见面会分享台前幕后的暖男故事现场除了教你挑暖男还有电影票可以抢这个周末我们和周公子一起过
1,偷笑这个是真的还是假的
1,周迅教你挑暖男还是觉得有惊喜
1,最爱 没有之一 尚品宅配周迅见面会
1,真牛的支持笑哈哈尚品宅配周迅见面会
0,周迅教你挑暖男所以这条微博也是个广告
0,注意赞
0,数据揭开谣言真面目知微与中山大学谣言过滤器联合分析谣言80以上谣言为重复性老谣食品安全与健康养生成头号主题谣言形式为数字化多图恐怖情绪渲染想知道怎么识别谣言戳图了解吧httptcnRzOldat
0,偷笑
0,冥王星的王MrCuriosity 竟然是创设院的
0,传传传现在哪个媒体不需要计算机专业的相关淫才来应对互联网时代在某种程度上你们比我们热门啊挖鼻屎
0,数字图片恐怖情绪渲染原来谣言都长得酱紫呀
0,网谣形成模式
0,中山大学是传设院吗馋嘴
0,鱼姜 周一和你说的已经有人开始做了
1,举报解决的是后半段对于历史谣言的反向识别是前置业务导向这个做好了谣言体系就通了算是众包的反向应用值得挖掘
0,撕名牌撕下了谁的脸太扯了鄙视鄙视我大中华人才济济随便 吴樾 释小龙Ashton 哪一个拿出手不是以一敌百的猛将doge 我心中跑男第二季中国能力者的名单大家感受下投个票
0,好想要吴京  释小龙爱你爱你
0,聂远的颜值搞毛那么高蜜蜂小小姐
-1,是什么鬼呵呵
-1,求不换人好吗不能当成一个固定的综艺来做吗浙江卫视  山田凉介的增高垫 TIKIMOGEN
-1,不想换人一个都不想
1,不管任何时候不管有多难都要勇敢的走下去不管有多少人误解
1,要是他们几个都能去就好了非常支持
1,我感觉也是
1,邹市明
-1,跑男第二季赶紧选个NB点的选手撕名牌撕下了谁的脸真心丢不起这人
0,赛特22周年庆12月13日至12月19日赛特购物中心22周年庆精彩绽放礼花礼花全场商品75折满2000返200抽奖赢彩百分百给力最完美的购物节奏你准备好了吗有钱就是这么任性围观
1,赛特々购物中心太牛了先转一个
1,一直来关注赛特购物中心了
1,赛特购物中心棒极了 呼呼心
1,翻山越岭都要来参加嘿嘿
1,赛特22周年庆不能在犹豫了
1,赛特22周年庆12月13日至12月19日赛特购物中心22周年庆精彩绽放礼花礼花全场商品75折满2000返200抽奖赢彩百分百给力最完美的购物节奏你准备好了吗有钱就是这么任性围观
1,赛特22周年庆那是当然支持赛特购物中心
0,揭秘虫草营销战水军比例达86两个骗子doge一个说另一个骗了人喵喵他们以为网友是傻子怒骂结果大家拿骗子当猴子看哈哈取了乐子拜拜——三江PK极草
0,用数据告诉你为什么虫草之争是一个骗子骂另一个骗子
0,水军86打哈气 还分析啥
-1,狗咬狗么
0,话筒围观两个骗子的战争 httptcnRz8OSPd
-1,真都是骗子
-1,什么样的智商才会相信虫草燕窝鹿茸灵芝的养生功效
-1,皇帝的新装本来演的挺好你就是那个说没穿衣服的小孩抓狂
-1,智商不夠用花心圍觀
0,哈哈哈哈
-1,嗯广告做的极其忽悠
0,遇到食物卡喉只知道拍背危险学会这几招能救命近日广州一9岁男童在学校上楼梯时吸食果冻不幸被噎住导致大脑缺氧昏迷20多天过去了依然昏迷不醒需靠呼吸机维持生命……遇到食物卡喉第一反应就是帮他拍背周围没人时如何自救戳图↓你必须了解的急救法转起让更多人知道
1,必须分享
1,如果有视频教学更好
0,但是我谁都没说就这样等她化了说的
0,2015放假安排 公布除夕放假①元旦1月1日3日放假调休4日星期日上班②春节2月18日除夕24日放假调休 ②清明节4月5日放假6日星期一补休 ③劳动节5月1日放假与周末连休 ④端午节6月20日22日 ⑤中秋节9月27日放假 ⑥国庆节10月1日7日放假10月10日星期六上班扩散
0,2015放假安排中秋节没补休今年少休一天今年的中秋节27日周日放假我们的假期少了一天吗其实没有少仔细看国庆假期少借了一个周日10月11日这一天补休在了这里避免了十一假期后连上9天班的状况略烧脑数学不好的多看几遍
0,不想上班笑cry笑cry笑cry
0,我们的假期
0,坐等放假
1,今年的假期比较合理
0,神雕侠侣新鲜出炉小龙女陈妍希身为颜控的于妈怎么会用包子脸的陈妍希演不食人间烟火的小龙女真是令人费解原来陈妍希只是备胎而已Angelababy才是于妈心目中小龙女的一号人选只因档期冲突baby和小龙女可谓是一步之遥啊httptcnRzudwgH
-1,你是我身边的权某某 讨厌baby
1,虽然雷但是看的好HIGH抱着看雷剧的心态来看还挺欲罢不能的笑点忒多剧情之转换忒快周围几个宿舍都在追233333根本停不下来
0,To开一 想不通且猜不透
0,晚风里多一个人陪伴你啊 何青
-1,大家看看这什么烂东西亿家能太阳能还没多久就爆了还不给我们换朝邑古镇宣传大使陳嘉興 记者崔永利 大荔之窗 华商报 华商播报 记者程英晏 渭南发布 httptcnRzdSInc
-1,无良商家我刚才给客服打电话人家态度极其恶略还说不是质量问题我在网上查了保质期是三年但是他们说这个不是质量问题晕还能相信谁……
-1,保存好发票三包凭证等集中好事故现场的证明材料如果与经营者协商不成可以请求消费者协会调解如果调解不成向法院起诉
-1,315曝光台 亿家能太阳能 不是质量问题是什么
-1,这货叫亿家能
-1,在线投诉亿家能太阳能 不受理吗
-1,315在线投诉 CCTV315
-1,315曝光台话筒石小朱
0,各年龄段不工作的男性比例分布美国人口调查局数据显示不工作的男性的比例在上升原因有退休年龄调整更多人去上学等真不是你们想的奶爸多了
1,不错 奶爸多了
0,Repost
0,王小粉的画 疑问疑问
0,关于社交一幅意味深长的漫画
0,嗯～
0,关于社交网络中很熟实际见面却不说话的现象我倒觉得不算问题社交网络和现实生活只是人试图证明自己存在的两种方式故对应的两种交友方式本来就不用重合非要跟一个很熟的网友在现实中建立关系才奇怪……当然沉迷于社交网络而没有现实朋友的确是问题
0,Repost
0,铁路公安机关迅速抓获窃取他人电子信息的犯罪嫌疑人铁路公安机关于2014年12月25日晚将涉嫌窃取并泄露他人电子信息的犯罪嫌疑人抓获
0,温馨提示为了保护您的个人电子信息安全在设置12306网站登陆密码时不要使用在其他网站相同的密码并且不要通过第三方网站购票
0,话筒
0,哦是撞库铁路公安机关通报电子数据泄露事件抓获相关嫌疑人
0,举个栗子黑客获取了你在a网站用户名和密码用这套用户名密码去b网站登录啪登上了这就叫撞库成功撞库对那些一个密码走天下的人来说特别危险
0,这就是撞库专坑只用一个密码的人
0,用a站的号去上b站嗯
0,我就是一个密码走天下的人呵呵
0,作为计算机专业的嗯
0,作为计算机专业的嗯
0,转
0,lt切克闹
0,铁路公安机关迅速抓获窃取他人电子信息的犯罪嫌疑人
1,铁路公安机关迅速抓获窃取他人电子信息的犯罪嫌疑人鼓掌鼓掌
0,这个案例提示小伙伴们在各个网站注册账号一定不要一个密码打通关防止泄露一个全面失守
0,温馨提示 撞库是指黑客采用其他平台泄露的用户信息用自动化程序在12306大量登录实验有相同账号和密码成功登录即可获取更多用户信息为了保护您的个人电子信息安全在设置12306网站登陆密码时不要使用在其他网站相同的密码并且不要通过第三方网站购票
0,中国铁路 中午发布公告称铁路公安机关于12月25日晚成功抓获了这次泄露的两位黑手这两人使用撞库方式非法获取用户的其他信息并谋取非法利益
0,MIT和哈佛等大学的研究者通过分析推特维基和翻译著作的数据分析信息是如何在不同语言的使用者之间传播的英语使用人数虽然小于汉语但是毫无疑问影响力最大日语虽然使用人数较少但是和英语世界保持了极其紧密的联系汉语几乎是个独立世界httptcnRznTVuO
0,转发微博
0,
0,我的印象笔记
0,
0,很有意思的研究不过英语使用的人数少于汉语吗不算欧美光印度就有过十亿的人是否文盲很多阿啊哈哈
0,汉语几乎是个独立世界…
1,有趣的结果
1,神图我觉得不光能表现语言交流的情况也可以反应整体文化的情况
0,基于推特维基和翻译著作的数据也许可以解释为什么这个图片这么奇异
0,NightyNite
0,Chinese为啥缩写成了ZHO百思不得其解难不成是周
0,孔子学院加把劲儿
0,都是墙的错
-1,即使是mit但是 1笼统的Chinese 没分mandarin和cantonese 粤语独立性很强具体可查 2book translation是追溯到多久的历史3只用wiki和twitter 其他国家的media呢 有点生气啊就像米其林餐厅评级一样 为什么要尊外人的视角为真理
-1,通过分析推特维基和翻译著作的数据用这个数据能分析汉语的传播价值偷笑还不如看成是天朝防火墙的阻断执行效率呢偷笑
1,有意义的研究
0,嘻嘻哈哈哈哈
0,Future assessments of temporal changes in the structure of the GLNs  can identify whether English is gaining or losing influence with respect to the languages of rising powers such as India or China httptcnRZLz8Om 照这形势下去
0,洋葱日报社2014年度新闻盘点一起看看这一年究竟都发生了些什么
1,hahhh
1,6666666
1,真亦假时假亦真23333
0,新一年洋葱社继续做一个有良心的媒体
1,哈哈哈哈
1,和红红火火哈哈哈哈哈哈
1,第一条笑尿哈哈也算是为老年人家庭做点贡献啦哈哈哈
0,真新闻dogedoge
1,微盘点笑cry笑cry笑cry
1,让我笑一笑
1,笑cry
0,第十张doge
0,猜猜哪个会被各媒体报道……
1,Shenmegui笑cry
1,哈哈哈哈哈哈哈瞎说什么大实话
0,新闻界的良心
0,2015到了还在指望身边的壕朋友任性发红包好喜欢别傻了你有壕朋友吗困死了新年新气象快来刷微博抢粉丝红包拼人品微博卫视跨年零点红包都抢疯了总共300万元随便一抽就有钱发红包看看下面这些RP爆裂的人吧手气真流弊想要你就戳卫视跨年零点红包试试手气～新年红翻天
-1,泪流满面泪流满面泪流满面
0,我没有呢
-1,泪流满面泪流满面泪流满面
1,微博小秘书卫视跨年零点红包快来试试壕手气～新年红翻天嘻嘻
0,让红包飞活动火热报名中咨询详情请戳私信了解
0,网购时人们的眼睛都盯着哪里最新的结果显示一些过去关于网页设计的黄金定律——比如人们注意力放在面部位置——似乎都得重新改写了①模特儿的脸没那么重要②字体越大不见得越吸睛③免费不再是万能词④经营理念谁在乎他们只在乎与商品相关的资讯只想快点结帐而已
0,网购时人们的眼睛都盯着哪里
0,转发微博
0,mark
0,有意思网购族来看看↓↓
0,有点意义
0,重要的信息比如详细参数尺码表重要的说明都放的很不明显在那么长段的图片之间每次都找的心好累
1,赵薇 93年在画魂里打酱油 站背景演了一个舞女 大概是17岁还有满满的婴儿肥的即视感但是看起来真的好像油画上的姑娘
1,哇塞这里有好多绝版的照片简直太赞了
1,哇塞这里有好多绝版的照片简直太赞了
1,这几天圈儿里铺天盖地赵薇入股阿里巴巴影业变身日入亿万富婆的消息
1,哇塞这里有好多绝版的照片简直太赞了
0,呵呵呵呵呵呵
1,漂亮……
0,很像刘晓庆
1,衣服也好美
1,哇塞这里有好多绝版的照片简直太赞了
1,哇塞这里有好多绝版的照片简直太赞了
0,推荐右边这个帐号挖鼻屎
1,好美赵薇
-1,典型的皖南美女面容长大了那个鼻子就太突兀了不如17岁好看了
0,刷刷没想到之综艺节目篇没想到邓超既是段子手又是学霸傻根变成真猛男霸道总裁不承包鱼塘改行当导游没想到姐姐捧火了爸爸火星弟旅游算账忙……快来刷选你最心仪的年度榜单大咖一起开启年度没想到之旅din推撞刷一刷还有更多没想到httptcnRzlJfhB
1,嘻嘻嘻嘻
1,刷刷没想到综艺秀搞怪的搞笑的装傻的卖萌的扮酷的耍帅的……不知你家大咖是哪一款呢快来pk你家大咖的搞怪表情和动作吧看看谁更萌萌哒酷酷哒帅帅哒美美哒棒棒哒
1,花儿宇少年爸爸去哪儿心心心
1,嗯嗯说的还不错
-1,费曼Feynman 真搞笑居然说爸爸去哪儿是姐姐捧火的明明费曼才是爸2最火的娃而且爸2里每家都有列只不列吴镇宇父子是不是马桶台给你钱了吐恶心
